,name,Country,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,HB_mean_score,HB_std,HB_count,HB_D_mean_score,HB_D_std,HB_E_mean_score,HB_E_std,HB_rank,PB_mean_score,PB_std,PB_count,PB_D_mean_score,PB_D_std,PB_E_mean_score,PB_E_std,PB_rank,PH_mean_score,PH_std,PH_count,PH_D_mean_score,PH_D_std,PH_E_mean_score,PH_E_std,PH_rank,SR_mean_score,SR_std,SR_count,SR_D_mean_score,SR_D_std,SR_E_mean_score,SR_E_std,SR_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
756,PETRO PAKHNIUK,UKR,13.24,0.88,5.0,5.4,0.0,7.84,0.88,194.0,13.33,0.0,1.0,5.0,0.0,8.33,0.0,82.0,13.9,0.74,5.0,6.0,0.1,7.9,0.8,81.0,13.05,0.9,4.0,5.4,0.12,7.65,0.95,130.0,12.73,0.0,1.0,4.4,0.0,8.33,0.0,326.5,14.47,0.0,1.0,5.2,0.0,9.27,0.0,24.0,0.84,80.72,17.0,6,13.44
57,ANDREAS TOBA,GER,13.62,0.64,2.0,5.2,0.0,8.42,0.64,91.0,12.87,0.63,4.0,5.35,0.33,7.52,0.37,196.0,13.08,0.45,2.0,5.15,0.21,7.93,0.24,276.0,13.54,0.29,4.0,5.6,0.0,7.94,0.29,59.0,13.71,0.18,4.0,5.5,0.0,8.21,0.18,75.0,13.81,0.64,4.0,5.2,0.0,8.71,0.51,232.0,0.55,80.63,20.0,6,13.46
783,RENE COURNOYER,CAN,13.17,0.6,5.0,5.3,0.0,7.87,0.6,220.0,13.82,0.2,5.0,5.32,0.04,8.5,0.21,29.0,13.61,0.4,4.0,5.45,0.1,8.16,0.3,135.0,12.19,1.01,3.0,4.63,0.38,7.56,0.64,303.0,13.68,0.11,5.0,5.4,0.0,8.28,0.11,79.0,14.12,0.3,4.0,5.2,0.0,8.95,0.25,102.0,0.71,80.59,26.0,6,13.49
884,TAYLOR BURKHART,USA,13.85,0.66,11.0,6.05,0.18,7.8,0.68,48.0,13.07,0.54,11.0,5.48,0.3,7.59,0.52,137.0,13.66,0.71,8.0,5.52,0.15,8.14,0.59,127.0,12.33,1.07,9.0,4.93,0.31,7.39,0.98,275.0,13.35,0.45,10.0,4.97,0.13,8.38,0.51,129.0,14.28,0.38,15.0,5.35,0.09,9.02,0.29,56.0,0.88,80.53999999999999,64.0,6,13.5
294,FLORIAN LANGENEGGER,SUI,13.58,0.8,7.0,5.53,0.15,8.08,0.62,98.0,12.97,0.21,5.0,4.62,0.16,8.35,0.15,164.0,13.72,0.26,5.0,5.46,0.05,8.26,0.29,118.0,13.19,0.66,7.0,4.99,0.38,8.2,0.46,113.0,12.99,0.2,7.0,4.66,0.08,8.33,0.22,232.0,14.07,0.48,7.0,5.2,0.0,8.94,0.47,124.0,0.63,80.52000000000001,38.0,6,13.43
974,YURI MONTEVERDE,BRA,13.95,0.68,2.0,5.8,0.14,8.15,0.54,35.0,13.2,0.0,1.0,5.0,0.0,8.2,0.0,107.0,13.6,0.0,1.0,5.2,0.0,8.4,0.0,137.5,12.93,0.0,1.0,5.2,0.0,7.73,0.0,158.5,13.03,0.0,1.0,5.0,0.0,8.03,0.0,214.0,13.73,0.9,2.0,5.2,0.0,8.53,0.9,273.0,0.59,80.44,8.0,6,13.52
739,PASCAL BRENDEL,GER,13.57,0.48,6.0,5.5,0.21,8.07,0.31,101.0,13.13,0.73,7.0,5.07,0.25,8.06,0.51,125.0,13.55,0.45,6.0,5.58,0.18,7.97,0.52,148.0,13.47,0.45,6.0,5.65,0.23,7.82,0.64,75.0,12.98,0.2,4.0,4.65,0.1,8.33,0.15,233.0,13.69,0.51,5.0,4.96,0.22,8.81,0.51,304.0,0.54,80.39,34.0,6,13.41
746,PAUL DEGOUY,FRA,13.53,0.92,3.0,5.27,0.06,8.27,0.96,107.0,13.47,0.29,4.0,5.18,0.19,8.3,0.21,59.0,13.84,0.2,3.0,5.5,0.0,8.34,0.2,93.5,12.17,0.0,1.0,4.1,0.0,8.07,0.0,312.5,13.09,0.19,3.0,4.7,0.0,8.39,0.19,197.0,14.28,0.16,3.0,5.2,0.0,9.11,0.2,57.0,0.64,80.38000000000001,17.0,6,13.55
283,FELIX DOLCI,CAN,13.88,0.77,11.0,5.89,0.27,8.04,0.58,46.0,13.27,0.96,12.0,5.56,0.31,7.71,0.72,94.0,14.04,0.31,10.0,5.83,0.15,8.21,0.28,58.0,10.97,0.9,7.0,4.24,0.21,6.73,1.05,541.0,13.84,0.26,13.0,5.37,0.11,8.47,0.22,57.0,14.3,0.32,16.0,5.2,0.0,9.14,0.33,50.0,1.12,80.3,69.0,6,13.59
360,IAN MICHAEL RAUBAL,SUI,13.32,0.07,2.0,5.2,0.0,8.17,0.0,172.0,13.3,0.24,2.0,5.45,0.07,7.85,0.16,89.0,13.98,0.35,2.0,5.8,0.0,8.18,0.35,66.0,12.37,0.52,2.0,4.7,0.0,7.67,0.52,267.0,13.58,0.02,2.0,5.3,0.0,8.28,0.02,94.0,13.73,0.33,2.0,4.8,0.0,8.98,0.26,276.0,0.58,80.28,12.0,6,13.38
471,JOSHUA NATHAN,GBR,13.47,0.4,6.0,5.73,0.08,7.8,0.4,127.0,12.99,0.61,11.0,4.95,0.25,8.04,0.39,160.0,13.29,0.49,9.0,5.5,0.1,7.79,0.54,212.0,13.36,0.91,12.0,6.27,0.35,7.09,0.86,86.0,13.02,0.11,4.0,4.5,0.26,8.52,0.24,217.0,14.14,0.25,4.0,5.1,0.2,9.04,0.11,96.0,0.67,80.27,46.0,6,13.31
324,GLENN TREBING,GER,13.32,0.68,2.0,5.45,0.07,7.87,0.61,171.0,12.96,0.45,4.0,5.08,0.15,7.88,0.33,167.0,13.54,0.76,7.0,5.31,0.15,8.22,0.64,150.0,13.45,0.64,6.0,5.47,0.52,7.98,0.27,77.0,13.15,0.02,2.0,5.0,0.0,8.15,0.02,172.5,13.77,0.0,2.0,4.8,0.0,8.97,0.0,258.0,0.6,80.19,23.0,6,13.38
556,LORENZO BONICELLI,ITA,13.68,0.4,3.0,5.57,0.12,8.14,0.28,83.0,13.34,0.6,3.0,5.3,0.36,8.04,0.39,80.0,13.76,0.1,3.0,5.3,0.0,8.46,0.1,112.0,12.97,0.88,3.0,5.57,0.06,7.4,0.83,147.0,12.97,0.19,2.0,4.7,0.28,8.27,0.47,234.5,13.45,0.54,2.0,5.2,0.0,8.3,0.47,401.0,0.55,80.17,16.0,6,13.38
183,DALLAS HALE,USA,13.12,0.92,5.0,5.8,0.38,7.36,0.91,238.0,12.38,0.59,5.0,4.78,0.2,7.6,0.67,335.0,13.96,1.16,5.0,5.54,0.42,8.42,0.97,71.0,12.7,1.18,5.0,5.94,0.22,6.76,1.29,204.5,13.2,0.27,5.0,4.4,0.0,8.8,0.27,158.5,14.7,0.15,5.0,5.2,0.0,9.5,0.15,4.0,1.09,80.06,30.0,6,13.34
685,NESTOR ABAD,ESP,13.16,0.74,6.0,5.32,0.35,7.87,0.6,225.0,13.47,0.28,11.0,5.23,0.17,8.25,0.21,60.0,14.07,0.24,7.0,5.8,0.0,8.31,0.2,52.0,12.19,1.0,8.0,4.92,0.25,7.26,1.01,304.0,13.6,0.43,10.0,5.34,0.23,8.26,0.26,92.0,13.54,0.4,6.0,5.0,0.22,8.69,0.58,370.0,0.78,80.03,48.0,6,13.34
652,MILAN HOSSEINI,GE2,13.9,0.0,1.0,5.6,0.0,8.3,0.0,42.5,12.6,0.0,1.0,4.9,0.0,7.7,0.0,260.5,13.1,0.0,1.0,4.4,0.0,8.7,0.0,271.0,13.0,0.0,1.0,5.3,0.0,7.7,0.0,138.0,12.95,0.0,1.0,4.4,0.0,8.55,0.0,244.0,14.45,0.0,1.0,5.2,0.0,9.25,0.0,28.5,0.7,80.0,6.0,6,13.33
370,ILIAS GEORGIOU,CYP,12.78,0.49,2.0,4.95,0.07,7.88,0.49,354.0,13.61,1.04,11.0,5.55,0.29,8.06,0.87,44.0,13.68,0.75,9.0,5.54,0.26,8.14,0.58,125.0,12.28,0.6,5.0,4.9,0.21,7.38,0.59,285.0,13.41,0.06,3.0,4.7,0.0,8.71,0.06,121.0,14.23,0.19,2.0,5.0,0.28,9.28,0.02,75.0,0.93,79.99000000000001,32.0,6,13.39
539,LAY GIANNINI,ITA,13.4,0.17,3.0,5.4,0.0,8.07,0.21,145.5,13.4,0.26,3.0,4.93,0.06,8.47,0.32,72.5,13.37,0.92,4.0,5.5,0.4,7.87,0.66,185.0,12.72,0.14,3.0,4.8,0.0,7.92,0.14,199.0,13.15,0.12,2.0,4.5,0.0,8.65,0.12,172.5,13.94,0.44,3.0,5.2,0.0,8.74,0.44,168.0,0.57,79.98,18.0,6,13.34
892,THIERNO DIALLO,ESP,13.29,0.29,6.0,5.58,0.1,7.79,0.26,179.0,12.4,0.76,11.0,4.99,0.24,7.41,0.69,324.0,14.09,0.43,17.0,6.0,0.27,8.09,0.3,50.0,13.39,0.33,14.0,5.86,0.12,7.53,0.36,82.0,12.88,0.34,7.0,4.77,0.13,8.11,0.45,271.0,13.88,0.23,4.0,5.0,0.23,8.91,0.13,194.0,0.76,79.92999999999999,59.0,6,13.37
617,MATTEO LEVANTESI,ITA,13.39,0.32,5.0,5.3,0.23,8.11,0.3,148.0,12.83,1.05,10.0,5.23,0.19,7.6,0.95,215.0,14.2,0.74,15.0,5.94,0.29,8.26,0.73,41.0,12.74,0.42,4.0,4.97,0.24,7.77,0.65,197.0,12.89,0.42,7.0,4.74,0.11,8.15,0.49,268.0,13.83,0.37,10.0,5.16,0.13,8.81,0.34,217.0,0.88,79.88000000000001,51.0,6,13.49
59,ANDREI VASILE MUNTEAN,ROU,13.07,0.63,5.0,5.28,0.04,7.79,0.59,255.0,12.88,0.12,2.0,4.4,0.0,8.48,0.12,193.5,14.42,0.22,7.0,5.9,0.0,8.52,0.22,31.0,11.67,0.0,1.0,3.5,0.0,8.17,0.0,429.0,13.64,0.27,4.0,5.3,0.0,8.34,0.27,84.5,14.19,0.27,4.0,5.2,0.0,9.04,0.22,85.0,0.81,79.87,23.0,6,13.7
408,JAMIE LEWIS,GBR,12.88,0.18,2.0,5.4,0.0,7.88,0.25,325.0,11.52,0.88,2.0,4.5,0.0,7.02,0.88,542.0,13.05,0.28,2.0,5.4,0.0,7.65,0.28,287.0,14.28,0.3,4.0,6.43,0.05,7.86,0.27,15.0,13.67,0.15,3.0,5.0,0.0,8.67,0.15,82.0,14.4,0.0,1.0,5.2,0.0,9.2,0.0,36.0,1.01,79.80000000000001,14.0,6,13.39
11,ADAM TOBIN,GBR,12.84,0.79,5.0,5.42,0.2,7.5,0.69,338.0,12.78,1.28,8.0,5.16,0.2,7.61,1.16,228.0,13.84,0.42,9.0,5.81,0.13,8.03,0.41,97.0,12.41,0.81,7.0,5.03,0.4,7.38,0.76,260.0,13.48,0.36,8.0,5.2,0.2,8.28,0.23,110.0,14.36,0.31,3.0,5.2,0.0,9.16,0.31,43.0,0.95,79.71,40.0,6,13.22
307,FUZZY BENAS,USA,13.2,0.0,1.0,5.4,0.0,7.8,0.0,206.0,12.4,0.92,4.0,5.32,0.22,7.08,1.1,328.5,13.8,0.13,4.0,5.22,0.17,8.57,0.15,107.0,12.78,0.82,4.0,5.1,0.41,7.68,0.62,192.5,13.08,0.37,4.0,4.72,0.13,8.35,0.39,200.5,14.4,0.0,1.0,5.2,0.0,9.2,0.0,36.0,0.81,79.66000000000001,18.0,6,13.1
170,COLIN VAN WICKLEN,USA,13.45,0.0,1.0,5.3,0.0,8.15,0.0,135.0,13.15,0.0,1.0,5.6,0.0,7.55,0.0,117.5,13.7,0.0,1.0,5.4,0.0,8.3,0.0,121.5,11.7,0.0,1.0,4.6,0.0,7.1,0.0,422.0,13.3,0.0,1.0,5.1,0.0,8.2,0.0,139.5,14.25,0.0,1.0,5.6,0.0,8.65,0.0,69.5,0.86,79.55,6.0,6,13.26
26,AHMET ÖNDER,TUR,13.79,0.46,8.0,5.61,0.24,8.22,0.55,55.0,13.25,0.81,8.0,5.54,0.41,7.71,0.54,96.0,13.35,0.83,7.0,5.97,0.37,7.38,0.55,191.0,11.77,1.42,7.0,5.14,0.42,6.63,1.48,403.0,13.16,0.67,6.0,5.25,0.49,7.91,0.22,170.0,14.16,0.35,9.0,5.16,0.13,9.03,0.32,91.0,1.07,79.47999999999999,45.0,6,13.3
426,JESSE MOORE,AUS,12.32,0.74,2.0,5.2,0.14,7.28,0.81,491.0,14.15,0.0,1.0,5.2,0.0,8.95,0.0,13.0,13.9,0.0,1.0,5.5,0.0,8.4,0.0,83.0,13.51,0.14,3.0,6.1,0.3,7.41,0.44,64.0,12.0,1.98,2.0,4.25,0.92,7.75,1.06,515.0,13.55,0.0,1.0,4.8,0.0,9.05,0.0,366.0,1.08,79.42999999999999,10.0,6,13.08
483,JUNHO LEE,KOR,13.28,0.48,3.0,5.33,0.06,8.04,0.56,181.0,13.01,0.56,5.0,5.6,0.0,7.41,0.56,155.0,13.0,1.16,3.0,5.4,0.35,7.6,0.84,303.5,12.41,0.41,3.0,4.63,0.21,7.78,0.22,258.0,13.4,0.23,5.0,5.0,0.0,8.4,0.23,125.0,14.26,0.4,16.0,5.4,0.21,8.91,0.33,65.0,0.8,79.36000000000001,35.0,6,13.61
829,SAMIR SERHANI,SUI,13.15,0.16,2.0,4.7,0.0,8.45,0.16,228.0,13.06,0.84,3.0,5.27,0.23,7.79,0.61,141.0,13.38,0.02,2.0,5.6,0.0,7.78,0.02,184.0,12.25,0.78,3.0,4.9,0.52,7.35,0.59,290.0,13.83,0.32,4.0,5.6,0.0,8.23,0.32,60.0,13.67,0.05,2.0,4.8,0.0,8.87,0.05,310.0,0.72,79.34,16.0,6,13.23
300,FRANK BAINES,GBR,13.41,0.14,3.0,4.6,0.0,8.81,0.14,143.0,12.8,0.78,3.0,4.47,0.06,8.33,0.72,224.0,13.3,0.07,2.0,4.6,0.0,8.7,0.07,208.0,12.78,0.18,2.0,4.75,0.07,8.02,0.11,192.5,13.08,0.18,2.0,4.3,0.0,8.78,0.18,200.5,13.95,0.28,2.0,4.8,0.0,9.2,0.21,163.0,0.52,79.32000000000001,14.0,6,13.2
858,SOFUS HEGGEMSNES,NOR,13.17,0.24,7.0,4.97,0.15,8.2,0.15,218.0,13.12,0.73,9.0,5.12,0.25,8.0,0.69,127.0,13.47,0.35,6.0,5.0,0.22,8.47,0.22,167.5,12.25,0.81,6.0,4.78,0.22,7.47,0.76,289.0,13.08,0.19,6.0,4.6,0.0,8.48,0.19,199.0,14.22,0.55,6.0,5.2,0.0,9.02,0.55,78.0,0.76,79.31,40.0,6,13.21
573,LUKA KEYBUS,BEL,13.64,0.25,4.0,5.45,0.1,8.19,0.18,86.0,13.21,0.33,4.0,5.4,0.0,7.81,0.33,104.0,14.24,0.14,4.0,6.0,0.0,8.24,0.14,39.0,11.01,1.1,4.0,5.12,0.55,5.88,0.6,536.0,12.82,0.05,4.0,4.3,0.0,8.52,0.05,294.0,14.38,0.17,4.0,5.2,0.0,9.21,0.13,40.0,1.23,79.3,24.0,6,13.22
81,ARTHUR MARIANO,BRA,13.9,0.16,8.0,5.39,0.12,8.51,0.16,44.0,13.95,0.61,12.0,5.79,0.2,8.16,0.58,23.0,12.54,1.25,4.0,5.03,0.1,7.52,1.27,423.0,12.0,0.2,4.0,4.38,0.42,7.62,0.46,361.0,12.52,0.02,2.0,4.1,0.0,8.42,0.02,387.0,14.38,0.34,9.0,5.16,0.13,9.26,0.2,41.0,0.96,79.28999999999999,39.0,6,13.62
712,NOAH KUAVITA,BEL,13.38,0.4,2.0,5.4,0.14,8.18,0.12,150.0,13.19,0.55,6.0,5.7,0.28,7.49,0.61,111.0,14.0,0.24,4.0,5.75,0.24,8.25,0.19,64.0,12.24,1.16,3.0,5.1,0.1,7.14,1.06,291.0,12.0,0.38,2.0,4.35,0.21,7.65,0.59,520.0,14.41,0.08,4.0,5.2,0.0,9.21,0.08,33.0,0.96,79.22,21.0,6,13.35
717,OLEG VERNIAIEV,UKR,13.53,0.0,1.0,5.6,0.0,7.93,0.0,109.0,12.6,0.0,1.0,4.7,0.0,7.9,0.0,260.5,14.8,0.0,1.0,6.6,0.0,8.2,0.0,11.0,12.0,0.0,1.0,5.5,0.0,6.5,0.0,359.0,12.87,0.0,1.0,5.0,0.0,7.87,0.0,280.0,13.37,0.0,1.0,5.6,0.0,8.07,0.0,439.0,0.96,79.17,6.0,6,13.2
973,YURI GUIMARAES,BRA,13.55,0.89,11.0,5.79,0.16,7.83,0.77,105.0,13.42,0.25,2.0,5.0,0.0,8.43,0.25,67.0,13.18,0.52,4.0,5.35,0.17,7.83,0.67,242.0,11.83,0.19,2.0,4.1,0.14,7.73,0.33,390.0,12.96,0.14,4.0,4.85,0.13,8.11,0.1,239.0,14.21,0.4,24.0,5.2,0.0,9.03,0.35,81.0,0.8,79.15,47.0,6,13.73
383,IVAN TIKHONOV,AZE,12.88,0.88,9.0,5.39,0.28,7.61,0.79,322.0,12.69,0.73,17.0,5.15,0.24,7.54,0.6,243.0,13.64,0.46,17.0,5.52,0.18,8.13,0.4,130.0,12.7,0.89,14.0,5.44,0.43,7.26,0.64,201.0,13.47,0.37,8.0,5.4,0.21,8.07,0.28,112.0,13.76,0.7,24.0,5.27,0.66,8.6,0.49,259.0,0.83,79.14,89.0,6,13.25
545,LEO SALADINO,FRA,13.08,0.98,9.0,5.48,0.14,7.73,0.88,250.0,12.51,0.64,7.0,4.77,0.37,7.74,0.39,294.0,13.76,0.44,8.0,5.7,0.0,8.06,0.44,111.0,12.3,0.8,7.0,4.69,0.5,7.61,0.67,282.0,13.38,0.24,7.0,5.04,0.15,8.34,0.15,127.0,14.1,0.49,20.0,5.32,0.37,8.83,0.3,116.0,0.9,79.13,58.0,6,13.4
434,JINSEONG YUN,KOR,13.3,0.22,3.0,5.23,0.06,8.2,0.2,176.0,13.03,1.22,4.0,5.45,0.41,7.58,0.81,145.5,13.85,0.43,4.0,5.88,0.05,7.97,0.39,92.0,11.93,1.79,2.0,4.5,0.0,7.43,1.79,371.0,13.11,0.43,3.0,5.0,0.0,8.11,0.43,186.0,13.9,0.0,1.0,4.8,0.0,9.1,0.0,185.5,0.94,79.12,17.0,6,13.21
115,BOTOND MOLNAR,HUN,13.42,0.33,7.0,5.6,0.0,7.86,0.27,139.0,13.02,0.16,2.0,4.7,0.0,8.32,0.16,153.5,13.47,0.1,3.0,5.1,0.0,8.37,0.1,169.5,12.45,0.16,2.0,4.7,0.0,7.75,0.16,254.0,12.95,0.16,2.0,4.4,0.0,8.55,0.16,246.5,13.81,0.47,10.0,5.08,0.19,8.74,0.53,231.0,0.53,79.12,26.0,6,13.43
980,ZACHARY NUNEZ,USA,12.87,0.42,3.0,5.13,0.06,7.73,0.45,326.0,13.15,0.0,1.0,4.5,0.0,8.65,0.0,117.5,13.24,0.71,4.0,5.12,0.22,8.11,0.74,228.0,13.28,0.85,4.0,5.65,0.5,7.62,1.09,102.0,12.95,0.0,1.0,4.7,0.0,8.25,0.0,244.0,13.61,0.52,4.0,5.1,0.2,8.54,0.6,338.0,0.61,79.1,17.0,6,13.25
918,UTKIRBEK JURAEV,UZB,12.98,0.75,11.0,5.26,0.45,7.74,0.87,285.0,12.47,0.83,9.0,4.64,0.15,7.82,0.8,309.0,13.41,0.93,11.0,5.38,0.21,8.03,0.9,179.0,13.49,0.53,8.0,5.42,0.36,8.06,0.5,67.0,12.27,0.66,2.0,4.15,0.07,8.12,0.73,450.0,14.4,0.0,1.0,5.2,0.0,9.2,0.0,36.0,0.87,79.02000000000001,42.0,6,13.08
4,ABDULLA AZIMOV,UZB,12.92,0.48,7.0,4.99,0.16,8.07,0.49,309.0,12.86,0.34,4.0,4.68,0.21,8.18,0.32,200.0,13.37,0.57,4.0,5.0,0.12,8.37,0.51,186.0,13.95,0.65,15.0,6.03,0.21,7.92,0.6,31.0,12.02,0.24,4.0,4.3,0.29,7.72,0.39,510.0,13.87,0.05,2.0,4.8,0.0,9.07,0.05,202.5,0.83,78.99,36.0,6,13.35
280,FELIPE MARTINEZ MORENO,COL,13.1,0.28,2.0,5.2,0.0,7.95,0.21,239.0,13.13,0.24,2.0,5.15,0.21,7.98,0.02,121.5,12.93,0.09,2.0,5.1,0.0,7.83,0.09,320.0,12.92,0.12,2.0,4.9,0.0,8.02,0.12,160.0,13.02,0.02,2.0,4.8,0.0,8.22,0.02,219.0,13.87,0.0,2.0,4.8,0.0,9.12,0.07,200.5,0.36,78.97,12.0,6,13.16
396,JAEHO KIM,KOR,13.49,0.22,5.0,5.3,0.0,8.23,0.21,122.0,13.32,0.19,5.0,4.86,0.15,8.46,0.1,84.0,13.52,0.75,6.0,5.45,0.12,8.07,0.72,154.0,12.05,0.99,5.0,5.2,0.19,6.85,1.0,341.0,12.23,0.66,2.0,4.55,0.21,7.68,0.45,462.0,14.27,0.51,14.0,5.34,0.25,8.98,0.46,62.0,0.96,78.88,37.0,6,13.5
750,PAVEL KARNEJENKO,GBR,12.97,0.69,7.0,5.21,0.21,7.77,0.58,290.0,12.93,0.32,10.0,4.59,0.12,8.34,0.38,179.0,13.62,0.32,10.0,5.55,0.18,8.07,0.42,134.0,11.62,2.39,5.0,4.64,0.59,7.58,0.59,437.0,13.94,0.38,13.0,5.6,0.0,8.34,0.38,52.0,13.8,0.79,5.0,5.2,0.0,8.7,0.68,241.0,1.07,78.88,50.0,6,13.29
701,NICOLAU MIR ROSSELLO,ESP,13.69,0.44,13.0,5.51,0.26,8.2,0.59,77.0,13.16,0.38,7.0,4.89,0.17,8.28,0.26,115.0,13.64,0.99,14.0,5.56,0.43,8.08,0.68,132.0,11.96,1.03,7.0,4.7,0.34,7.3,0.93,368.0,12.62,0.74,4.0,4.58,0.46,8.04,0.3,360.0,13.8,0.59,11.0,4.87,0.47,8.96,0.36,236.0,0.94,78.87,56.0,6,13.34
468,JOSHUA ANDREW KARNES,USA,13.24,1.09,6.0,5.28,0.04,7.95,1.08,195.0,13.03,0.4,8.0,5.35,0.18,7.68,0.37,145.5,13.94,0.55,8.0,5.91,0.25,8.03,0.64,74.0,12.14,1.36,8.0,5.49,0.27,6.65,1.18,319.0,12.61,0.42,6.0,4.7,0.11,7.91,0.53,363.0,13.91,0.42,6.0,5.33,0.21,8.66,0.27,179.0,1.02,78.87,42.0,6,13.13
945,WILLIAM EMARD,CAN,13.84,0.45,11.0,5.76,0.09,8.1,0.45,50.0,11.77,1.62,8.0,4.66,0.38,7.11,1.27,493.0,13.44,0.74,8.0,5.42,0.14,8.01,0.63,174.0,12.22,0.51,7.0,4.46,0.19,7.77,0.5,294.0,13.74,0.3,7.0,5.46,0.24,8.29,0.1,65.0,13.84,1.64,9.0,4.82,1.13,9.05,0.54,214.0,1.29,78.85,50.0,6,13.2
357,IAN GUNTHER,USA,13.07,0.56,5.0,5.16,0.17,7.93,0.56,257.0,13.19,0.28,5.0,4.98,0.16,8.21,0.42,110.0,12.98,0.76,5.0,5.58,0.45,7.4,0.57,305.0,12.8,0.62,5.0,5.68,0.23,7.12,0.53,186.0,13.31,0.66,5.0,5.4,0.0,7.91,0.66,136.0,13.5,0.09,5.0,4.8,0.0,8.72,0.08,378.5,0.55,78.85,30.0,6,13.14
536,LANDEN BLIXT,USA,13.24,0.6,8.0,5.42,0.23,7.9,0.41,191.0,12.86,0.57,8.0,4.61,0.27,8.24,0.52,201.0,13.47,0.48,8.0,5.09,0.27,8.38,0.27,163.0,12.67,0.77,8.0,5.22,0.36,7.48,0.66,211.0,12.66,0.39,8.0,4.35,0.31,8.31,0.43,351.0,13.93,0.68,8.0,5.15,0.14,8.88,0.63,174.0,0.73,78.83000000000001,48.0,6,13.14
310,GABRIEL BURTANETE,ROU,13.31,0.17,8.0,5.55,0.14,7.84,0.22,173.0,12.35,0.47,5.0,4.36,0.19,7.99,0.53,339.0,13.27,0.86,11.0,5.1,0.37,8.17,0.56,217.0,12.19,0.95,7.0,4.17,0.44,8.01,0.52,305.0,13.3,0.42,8.0,4.76,0.33,8.54,0.3,137.0,14.4,0.58,33.0,5.52,0.24,8.93,0.39,34.0,1.01,78.82000000000001,72.0,6,13.63
778,RAYDEL GAMBOA,USA,13.45,0.0,1.0,5.2,0.0,8.25,0.0,135.0,13.45,0.0,1.0,5.0,0.0,8.45,0.0,64.0,14.05,0.0,1.0,4.7,0.0,9.35,0.0,56.0,11.85,0.0,1.0,4.1,0.0,7.75,0.0,384.5,11.9,0.0,1.0,4.4,0.0,7.5,0.0,538.5,14.1,0.0,1.0,4.8,0.0,9.3,0.0,109.0,1.01,78.8,6.0,6,13.13
928,VICTOR MARTINEZ,BEL,13.14,0.62,3.0,5.47,0.06,7.68,0.56,230.0,12.07,1.49,3.0,4.67,0.21,7.41,1.35,425.0,13.33,0.2,3.0,5.4,0.0,7.93,0.2,200.0,12.95,0.12,2.0,4.3,0.0,8.65,0.12,155.0,12.88,0.59,2.0,5.0,0.0,7.88,0.59,272.0,14.4,0.09,2.0,5.2,0.0,9.2,0.09,38.0,0.95,78.77,15.0,6,13.07
828,SAM ZAKUTNEY,CAN,13.3,0.0,1.0,5.2,0.0,8.2,0.0,174.5,13.09,1.45,3.0,5.3,0.7,7.79,0.75,131.0,13.48,0.79,3.0,5.93,0.12,7.55,0.91,162.0,12.07,0.45,3.0,5.03,0.35,7.03,0.6,336.5,12.99,0.24,3.0,4.73,0.06,8.26,0.19,231.0,13.8,0.0,1.0,4.8,0.0,9.0,0.0,241.0,0.88,78.73,14.0,6,13.0
189,DANIEL LEE,JEY,12.77,0.11,2.0,5.1,0.0,7.68,0.11,356.0,12.65,0.85,2.0,4.6,0.28,8.05,0.57,249.5,13.8,0.28,2.0,5.1,0.0,8.7,0.28,107.0,12.18,0.39,2.0,3.9,0.0,8.28,0.39,309.0,13.03,0.23,3.0,4.6,0.0,8.43,0.23,213.0,14.25,0.14,2.0,5.2,0.0,9.05,0.14,69.5,0.77,78.67999999999999,13.0,6,13.11
511,KHABIBULLO ERGASHEV,UZB,12.88,0.28,5.0,4.86,0.05,8.02,0.31,324.0,12.43,0.66,8.0,4.7,0.15,7.73,0.66,319.0,13.26,0.27,7.0,5.13,0.05,8.13,0.29,221.0,13.51,0.54,11.0,5.64,0.12,7.88,0.56,63.0,12.73,0.23,9.0,4.64,0.09,8.08,0.19,329.0,13.86,0.15,3.0,4.8,0.0,9.06,0.15,207.0,0.62,78.67,43.0,6,13.06
430,JIM ZONA,FRA,13.69,0.22,3.0,5.3,0.0,8.42,0.16,78.0,13.1,0.22,3.0,5.33,0.06,7.77,0.18,130.0,13.53,0.0,1.0,5.5,0.0,8.03,0.0,151.0,11.58,2.12,3.0,4.73,0.21,6.85,1.91,444.0,13.26,0.07,3.0,4.7,0.0,8.56,0.07,147.0,13.49,0.91,3.0,4.27,0.92,9.23,0.12,381.0,1.14,78.64999999999999,16.0,6,13.06
376,ISAIAH DRAKE,USA,13.52,0.47,6.0,5.47,0.1,8.05,0.51,112.0,12.59,0.62,8.0,4.81,0.16,7.78,0.65,266.0,13.39,0.34,7.0,5.07,0.13,8.31,0.41,183.0,12.02,0.52,8.0,4.88,0.27,7.14,0.34,354.0,13.03,0.55,8.0,5.01,0.24,8.02,0.55,215.0,14.09,0.27,7.0,5.2,0.0,8.92,0.23,118.0,0.82,78.64,44.0,6,13.06
