,name,Country,UB_mean_score,UB_std,UB_count,UB_D_mean_score,UB_D_std,UB_E_mean_score,UB_E_std,UB_rank,BB_mean_score,BB_std,BB_count,BB_D_mean_score,BB_D_std,BB_E_mean_score,BB_E_std,BB_rank,FX_mean_score,FX_std,FX_count,FX_D_mean_score,FX_D_std,FX_E_mean_score,FX_E_std,FX_rank,VT_mean_score,VT_std,VT_count,VT_D_mean_score,VT_D_std,VT_E_mean_score,VT_E_std,VT_rank,all_scores_std,Standardized_Score_Sum,Total_Appearances,apparatus_participated,mean_score_of_all
496,MARI KANTER,NOR,11.59,0.25,7.0,4.16,0.2,7.43,0.31,325.0,11.45,1.0,8.0,4.61,0.11,6.85,0.96,313.0,11.98,0.49,5.0,4.52,0.23,7.54,0.23,281.0,12.27,0.09,2.0,3.6,0.0,8.67,0.09,402.5,0.69,47.28999999999999,22.0,4,11.69
115,BENGISU YILDIZ,TUR,11.9,0.46,7.0,4.64,0.11,7.26,0.44,254.0,10.85,1.28,7.0,4.79,0.12,6.07,1.18,442.0,11.85,0.45,5.0,4.68,0.08,7.19,0.41,321.0,12.65,0.32,24.0,4.03,0.2,8.64,0.2,281.0,0.89,47.25,43.0,4,12.14
292,HALLE HILTON,GBR,11.0,0.0,1.0,4.8,0.0,6.2,0.0,404.0,10.9,0.0,1.0,4.9,0.0,6.0,0.0,430.5,12.5,0.0,1.0,4.8,0.0,7.7,0.0,148.5,12.85,0.0,1.0,4.2,0.0,8.65,0.0,209.0,1.01,47.25,4.0,4,11.81
103,ATHANASIA MESIRI,GRE,10.28,0.31,2.0,4.05,0.07,6.23,0.24,500.0,11.95,0.07,2.0,4.75,0.21,7.2,0.28,199.5,12.07,0.05,2.0,4.65,0.07,7.42,0.02,246.5,12.93,0.16,8.0,4.12,0.1,8.8,0.14,180.0,0.96,47.23,14.0,4,12.29
674,SILVIANA SFIRINGU,ROU,12.08,0.82,3.0,5.0,0.35,7.08,0.48,219.0,12.2,0.37,3.0,4.83,0.15,7.37,0.23,158.0,10.07,0.0,1.0,4.1,0.0,6.07,0.0,637.5,12.87,0.0,1.0,4.2,0.0,8.67,0.0,204.0,0.94,47.22,8.0,4,11.97
767,YISETH VALENZUELA,COL,11.13,0.28,4.0,4.35,0.06,6.78,0.24,386.0,11.22,0.52,6.0,4.6,0.0,6.62,0.52,363.0,12.21,0.3,7.0,4.31,0.19,7.9,0.32,205.0,12.64,0.32,10.0,4.08,0.27,8.56,0.11,290.0,0.74,47.2,27.0,4,11.99
119,BIANKA SCHERMANN,HUN,10.85,0.31,2.0,3.5,0.0,7.35,0.31,423.5,12.25,0.54,2.0,4.45,0.35,7.8,0.19,149.0,11.56,0.85,6.0,4.77,0.33,6.98,0.63,397.0,12.54,0.34,6.0,3.9,0.24,8.64,0.13,322.0,0.82,47.2,16.0,4,11.92
246,EMMA SLEVIN,IRL,11.4,0.85,4.0,4.62,0.36,6.77,0.51,356.0,11.46,0.77,6.0,4.97,0.15,6.5,0.74,309.0,11.61,0.63,5.0,4.62,0.11,7.13,0.47,383.0,12.72,0.42,4.0,4.3,0.2,8.52,0.48,255.5,0.82,47.19,19.0,4,11.75
18,ALAIS PEREA,ECU,11.64,0.49,5.0,4.34,0.13,7.3,0.39,316.0,11.08,0.53,5.0,4.34,0.15,6.78,0.49,395.0,11.73,0.21,5.0,4.28,0.04,7.45,0.2,338.0,12.71,0.09,5.0,4.2,0.0,8.51,0.09,258.0,0.69,47.160000000000004,20.0,4,11.79
87,ANTONIA DUTA,ROU,12.02,0.53,2.0,4.8,0.14,7.22,0.39,233.5,10.39,1.12,3.0,4.77,0.25,5.69,1.39,506.0,12.32,0.67,4.0,5.03,0.05,7.4,0.53,187.0,12.43,0.35,5.0,3.96,0.33,8.53,0.19,355.0,1.02,47.160000000000004,14.0,4,11.9
308,ILAYDA SAHIN,TUR,12.15,0.02,2.0,4.5,0.0,7.65,0.02,204.0,10.87,1.13,2.0,3.8,0.42,7.07,0.71,440.5,11.6,0.09,2.0,4.0,0.0,7.65,0.02,387.0,12.54,0.42,4.0,4.0,0.4,8.62,0.06,325.0,0.81,47.16,10.0,4,11.94
221,ELISKA DRNCOVA,CZE,11.85,0.83,2.0,4.9,0.0,6.95,0.83,271.5,11.13,1.32,2.0,4.95,0.07,6.23,1.18,386.0,11.97,0.0,1.0,4.5,0.0,7.47,0.0,286.0,12.17,0.0,1.0,3.6,0.0,8.57,0.0,434.5,0.82,47.120000000000005,6.0,4,11.68
4,ADA HAUTALA,FIN,10.83,1.81,7.0,4.56,0.49,6.27,1.43,430.0,11.17,1.0,8.0,4.94,0.07,6.23,0.96,379.0,12.28,0.4,8.0,4.71,0.21,7.64,0.2,194.0,12.82,0.13,4.0,4.2,0.0,8.62,0.13,222.0,1.29,47.1,27.0,4,11.66
123,BOEUN YUN,KOR,12.09,0.2,4.0,4.35,0.06,7.74,0.2,217.0,10.64,0.23,3.0,4.47,0.12,6.18,0.28,470.0,11.41,0.42,3.0,4.43,0.15,7.01,0.51,435.0,12.93,0.14,2.0,4.2,0.0,8.73,0.14,177.5,0.84,47.07,12.0,4,11.7
139,CARA KENNEDY,GBR,11.05,0.38,3.0,3.43,0.06,7.62,0.33,401.0,11.0,0.64,3.0,4.4,0.17,6.6,0.52,410.5,12.33,0.19,3.0,4.7,0.0,7.63,0.19,182.0,12.68,0.42,9.0,4.11,0.33,8.6,0.39,273.0,0.86,47.06,18.0,4,12.07
765,YI LIN LIN,TPE,11.53,0.0,1.0,4.1,0.0,7.43,0.0,335.5,11.87,0.0,1.0,5.3,0.0,6.57,0.0,220.0,11.13,0.0,1.0,4.2,0.0,7.03,0.0,517.5,12.5,0.46,3.0,3.93,0.46,8.57,0.0,340.0,0.66,47.03,6.0,4,12.0
636,SANDRA ELSADEK,EGY,10.73,0.0,1.0,4.1,0.0,6.63,0.0,444.5,11.83,0.0,1.0,4.3,0.0,7.53,0.0,228.0,11.57,0.0,1.0,4.3,0.0,7.27,0.0,395.5,12.9,0.0,1.0,4.2,0.0,8.8,0.0,185.5,0.89,47.03,4.0,4,11.76
524,MIA EVANS,GBR,11.08,0.74,2.0,4.25,0.07,6.82,0.81,392.5,10.98,0.6,2.0,4.6,0.14,6.43,0.67,417.0,11.92,1.32,3.0,4.7,0.1,7.48,0.85,298.0,13.0,0.0,1.0,4.2,0.0,8.8,0.0,149.0,1.07,46.980000000000004,8.0,4,11.61
503,MARIE ROENBECK,NOR,11.47,0.0,1.0,4.1,0.0,7.37,0.0,347.5,11.32,0.81,5.0,4.86,0.11,6.46,0.72,337.0,11.67,0.6,5.0,4.7,0.19,7.13,0.29,362.0,12.5,0.0,1.0,3.8,0.0,8.7,0.0,335.5,0.69,46.96,12.0,4,11.58
154,CELESTE MORDENTI,LUX,11.54,0.84,7.0,4.44,0.24,7.09,0.79,334.0,11.17,0.68,6.0,4.75,0.23,6.44,0.56,376.0,11.7,0.7,6.0,4.58,0.19,7.13,0.57,356.0,12.51,0.29,5.0,4.2,0.0,8.43,0.31,332.0,0.79,46.919999999999995,24.0,4,11.69
637,SANI MAEKELAE,FIN,11.3,1.48,3.0,4.8,0.35,6.5,1.17,366.5,10.91,0.49,3.0,4.4,0.17,6.54,0.42,428.0,11.98,0.35,2.0,4.35,0.35,7.63,0.0,279.5,12.71,0.45,6.0,4.2,0.44,8.54,0.27,257.0,1.04,46.9,14.0,4,11.92
83,ANNALISA MILTON,USA,10.68,1.8,2.0,4.9,0.14,5.78,1.94,451.0,11.6,0.85,2.0,4.85,0.21,6.75,0.64,273.5,11.27,0.25,2.0,4.35,0.21,6.92,0.46,476.5,13.3,0.42,2.0,4.4,0.28,8.9,0.14,75.0,1.3,46.849999999999994,8.0,4,11.71
73,ANINA WILDI,SUI,12.07,0.09,2.0,4.4,0.0,7.67,0.09,220.0,9.9,1.13,2.0,4.75,0.21,5.2,0.85,574.0,12.4,0.09,2.0,4.65,0.07,7.75,0.16,169.0,12.43,0.19,4.0,4.05,0.1,8.43,0.05,354.0,1.11,46.8,10.0,4,11.85
39,AMANDA EDWARDS,AUS,10.83,0.24,2.0,3.4,0.0,7.43,0.24,428.0,11.92,0.54,2.0,4.45,0.07,7.47,0.47,206.0,12.0,0.19,2.0,4.5,0.0,7.65,0.02,277.0,12.05,0.4,2.0,3.4,0.28,8.65,0.12,467.0,0.61,46.8,8.0,4,11.7
324,JANOAH MULLER,GE2,11.15,0.0,1.0,4.4,0.0,6.75,0.0,382.0,11.4,0.0,1.0,4.7,0.0,6.8,0.0,321.5,11.1,0.0,1.0,4.9,0.0,6.2,0.0,526.0,13.15,0.0,1.0,4.2,0.0,8.95,0.0,107.0,0.98,46.8,4.0,4,11.7
735,VALENTINA GEORGIEVA,BUL,10.53,0.38,2.0,3.15,0.49,7.38,0.87,470.0,10.79,0.94,4.0,5.0,0.2,5.79,0.79,453.0,12.21,0.66,5.0,4.78,0.04,7.45,0.63,206.0,13.24,0.51,16.0,4.59,0.22,8.7,0.53,83.0,1.19,46.77,27.0,4,12.49
758,YAMILET ABREU,DOM,11.73,0.0,1.0,4.5,0.0,7.23,0.0,300.5,10.1,0.0,1.0,3.9,0.0,6.2,0.0,544.5,12.37,0.0,1.0,5.0,0.0,7.47,0.0,173.0,12.57,0.0,1.0,4.6,0.0,8.07,0.0,314.0,1.12,46.769999999999996,4.0,4,11.69
425,LEILA MARTINEZ,ARG,11.87,0.0,1.0,4.5,0.0,7.37,0.0,266.0,11.3,0.34,4.0,4.92,0.22,6.38,0.42,340.0,11.17,1.32,2.0,4.3,0.0,7.02,1.11,508.0,12.36,0.34,3.0,3.8,0.35,8.56,0.21,378.0,0.73,46.7,10.0,4,11.65
407,LANA HERRERA,PAN,11.7,0.37,5.0,4.6,0.28,7.1,0.38,309.5,10.51,1.13,5.0,4.46,0.28,6.05,0.91,483.0,11.89,0.48,6.0,4.57,0.08,7.41,0.4,307.0,12.55,0.38,6.0,4.2,0.25,8.45,0.23,317.0,0.96,46.650000000000006,22.0,4,11.71
745,VERONIKA KRITSKI,GBR,11.55,0.21,2.0,3.6,0.28,7.95,0.07,331.0,10.65,0.64,2.0,4.3,0.14,6.35,0.49,468.0,11.72,0.04,2.0,4.5,0.14,7.22,0.18,340.0,12.72,0.5,6.0,3.93,0.33,8.78,0.2,254.0,0.9,46.64,12.0,4,12.01
197,DEBORAH SALMINA,VEN,11.52,0.69,5.0,4.34,0.51,7.18,0.22,337.0,10.37,0.82,5.0,4.86,0.05,5.61,0.87,508.0,12.01,0.48,6.0,4.57,0.12,7.46,0.4,267.0,12.7,0.11,5.0,4.2,0.0,8.5,0.11,267.0,1.01,46.599999999999994,21.0,4,11.67
284,GINNA ESCOBAR,COL,11.5,0.92,9.0,4.4,0.21,7.1,0.84,339.0,10.82,0.8,9.0,4.36,0.19,6.49,0.75,446.0,11.67,0.81,8.0,4.62,0.21,7.06,0.67,359.0,12.59,0.52,8.0,4.18,0.07,8.43,0.41,303.0,0.98,46.58,34.0,4,11.62
577,OKSANA CHUSOVITINA,UZB,10.85,0.86,3.0,3.73,0.21,7.22,0.49,421.0,11.12,0.31,2.0,4.3,0.0,6.82,0.31,387.0,11.6,0.42,2.0,4.05,0.07,7.55,0.35,384.0,13.01,0.4,40.0,4.38,0.4,8.65,0.29,144.0,0.8,46.58,47.0,4,12.73
36,ALVA ERIKSSON,SWE,12.0,0.06,3.0,4.63,0.21,7.37,0.15,243.0,10.78,0.68,2.0,4.35,0.35,6.43,1.04,455.5,12.1,0.14,2.0,4.5,0.14,7.7,0.0,235.5,11.67,0.14,2.0,3.2,0.0,8.47,0.14,559.5,0.59,46.550000000000004,9.0,4,11.68
481,MALEA MILTON,USA,12.0,0.85,2.0,4.9,0.14,7.1,0.99,240.5,10.2,1.48,2.0,4.75,0.64,5.45,2.12,531.0,11.2,1.06,2.0,4.75,0.64,6.6,0.21,500.0,13.15,0.21,2.0,4.4,0.28,8.75,0.07,107.0,1.39,46.55,8.0,4,11.64
722,TOMMERA HENDRICKS,GBR,10.92,2.16,2.0,4.3,0.0,6.62,2.16,414.0,11.62,0.94,3.0,4.47,0.12,7.15,1.05,270.0,11.12,0.88,2.0,4.25,0.07,7.12,0.74,522.0,12.88,0.11,2.0,4.2,0.0,8.68,0.11,197.0,1.22,46.54,9.0,4,11.63
219,ELISABETH WAGNER,GER,11.75,0.92,2.0,4.4,0.0,7.35,0.92,295.0,11.22,0.16,2.0,3.7,0.0,7.52,0.16,364.0,11.57,0.05,2.0,4.1,0.0,7.52,0.02,392.0,11.97,0.05,2.0,3.4,0.0,8.57,0.05,492.5,0.46,46.51,8.0,4,11.63
3,ABIGAIL ROPER,GBR,10.72,0.18,2.0,4.15,0.07,6.58,0.11,446.0,11.52,0.25,2.0,4.7,0.0,6.82,0.25,288.0,11.58,0.04,2.0,4.45,0.07,7.12,0.11,390.0,12.67,0.28,6.0,3.97,0.27,8.72,0.1,277.0,0.81,46.49,12.0,4,11.97
27,ALIA LEAT,GBR,10.45,0.0,1.0,4.6,0.0,5.85,0.0,479.0,11.4,0.0,1.0,5.4,0.0,6.0,0.0,321.5,11.4,0.0,1.0,4.5,0.0,6.9,0.0,440.0,13.2,0.0,1.0,4.2,0.0,9.0,0.0,93.5,1.15,46.45,4.0,4,11.61
362,KARELYS DIAZ DAVILA,PUR,11.47,0.0,1.0,4.2,0.0,7.27,0.0,345.0,10.73,0.0,1.0,4.6,0.0,6.13,0.0,461.5,11.63,0.0,1.0,4.3,0.0,7.33,0.0,378.5,12.6,0.0,1.0,4.2,0.0,8.4,0.0,300.5,0.77,46.43000000000001,4.0,4,11.61
730,TZU-HSING HUANG,TPE,11.73,0.0,1.0,4.2,0.0,7.53,0.0,300.5,11.2,0.19,2.0,5.15,0.21,6.1,0.33,369.5,11.53,0.0,1.0,4.7,0.0,7.03,0.0,400.0,11.95,0.4,2.0,3.6,0.57,8.4,0.09,498.0,0.4,46.41,6.0,4,11.59
320,JANA ABDELSALAM,EGY,10.78,1.58,7.0,4.39,0.41,6.39,1.2,437.0,11.68,0.93,8.0,4.84,0.11,6.84,0.86,260.0,11.51,0.39,4.0,4.47,0.05,7.16,0.39,404.0,12.37,0.05,2.0,4.2,0.0,8.47,0.05,373.0,1.15,46.339999999999996,21.0,4,11.41
693,STELLA DIAZ,PUR,12.04,0.25,5.0,4.4,0.0,7.64,0.25,229.0,11.17,0.51,5.0,4.3,0.17,6.87,0.49,375.0,11.09,0.2,3.0,4.0,0.44,7.09,0.26,528.0,12.03,0.74,4.0,3.95,0.5,8.08,0.39,471.5,0.63,46.33,17.0,4,11.61
135,CAMIL BETANCES REYES,DOM,11.1,0.0,1.0,3.4,0.0,7.7,0.0,389.0,10.27,0.0,1.0,4.9,0.0,5.47,0.0,521.5,12.13,0.0,1.0,4.3,0.0,7.83,0.0,227.0,12.83,0.0,1.0,4.2,0.0,8.63,0.0,216.5,1.13,46.33,4.0,4,11.58
705,TARA DONNELLY,GBR,10.65,0.0,1.0,3.4,0.0,7.25,0.0,456.0,11.75,0.0,1.0,4.5,0.0,7.25,0.0,244.5,11.3,0.0,1.0,4.5,0.0,6.8,0.0,471.5,12.58,0.32,4.0,3.9,0.35,8.68,0.06,312.0,0.82,46.28,7.0,4,12.0
358,KAITLYN LIM,SIN,10.7,0.0,1.0,2.2,0.0,8.5,0.0,448.5,12.1,0.0,1.0,4.7,0.0,7.4,0.0,177.0,11.43,0.0,1.0,4.1,0.0,7.33,0.0,429.0,12.05,0.4,2.0,3.5,0.14,8.55,0.26,468.0,0.64,46.28,5.0,4,11.67
522,MERCEDES MARY MOORE,GBR,11.8,0.0,1.0,4.5,0.0,7.3,0.0,282.0,9.9,0.0,1.0,4.3,0.0,5.6,0.0,571.5,11.95,0.0,1.0,4.7,0.0,7.35,0.0,291.0,12.61,0.49,4.0,3.95,0.3,8.66,0.21,297.0,1.05,46.260000000000005,7.0,4,12.01
101,ASHLEY NAYERLY BOHORQUEZ ROMERO,ECU,12.33,0.0,1.0,4.5,0.0,7.83,0.0,175.0,9.43,0.0,1.0,4.2,0.0,5.33,0.0,609.0,12.33,0.0,1.0,4.7,0.0,7.63,0.0,183.0,12.13,0.0,1.0,4.2,0.0,8.23,0.0,443.5,1.42,46.22,4.0,4,11.56
311,IRENE CALLE GIL,ESP,11.57,0.0,1.0,4.1,0.0,7.47,0.0,330.0,10.43,0.0,1.0,4.1,0.0,6.43,0.0,498.0,12.03,0.0,1.0,4.4,0.0,7.63,0.0,260.5,12.19,0.72,3.0,4.0,0.35,8.42,0.31,424.0,0.83,46.22,6.0,4,11.77
40,AMARI DRAYTON,USA,11.85,0.0,1.0,5.0,0.0,6.85,0.0,269.5,9.65,0.0,1.0,5.2,0.0,4.45,0.0,597.0,11.5,0.0,1.0,5.1,0.0,6.4,0.0,406.0,13.2,0.0,1.0,4.2,0.0,9.0,0.0,93.5,1.46,46.2,4.0,4,11.55
173,CHLOE CHO,USA,11.48,0.74,2.0,4.4,0.0,7.07,0.74,343.0,9.95,0.78,2.0,4.75,0.07,5.2,0.85,564.5,11.82,0.6,2.0,4.75,0.07,7.07,0.67,329.5,12.92,0.04,2.0,4.2,0.0,8.72,0.04,181.0,1.23,46.17,8.0,4,11.54
575,NORAH CHRISTIAN,USA,12.05,1.2,2.0,5.15,0.49,6.9,0.71,225.5,10.45,0.07,2.0,5.1,0.0,5.35,0.07,492.0,11.27,0.25,2.0,5.3,0.28,6.48,0.39,476.5,12.4,0.71,2.0,4.4,0.28,8.15,0.78,364.0,0.97,46.169999999999995,8.0,4,11.54
544,NADINE JOY NATHAN,SGP,11.45,0.51,5.0,4.34,0.05,7.11,0.48,351.0,10.98,1.13,5.0,4.68,0.25,6.32,0.94,415.0,11.16,0.45,5.0,4.28,0.26,6.9,0.22,512.0,12.54,0.3,9.0,4.0,0.3,8.56,0.14,323.0,0.89,46.13,24.0,4,11.7
480,MAKARENA PINTO ADASME,CHI,10.85,1.0,4.0,4.25,0.17,6.6,0.97,422.0,10.77,0.61,4.0,4.35,0.17,6.44,0.52,458.0,11.87,0.5,4.0,4.75,0.06,7.17,0.53,310.0,12.59,0.43,10.0,4.42,0.24,8.23,0.36,305.0,0.99,46.08,22.0,4,11.81
351,JULIANE TOSSEBRO,NOR,10.94,0.59,3.0,3.8,0.0,7.14,0.59,412.0,11.65,0.46,5.0,4.38,0.11,7.27,0.56,265.0,11.38,0.88,5.0,4.44,0.09,7.02,0.7,448.5,12.09,0.36,4.0,4.0,0.4,8.17,0.51,455.5,0.68,46.06,17.0,4,11.55
89,ANYA PILGRIM,BAR,10.63,0.54,4.0,3.65,0.31,6.98,0.75,458.0,11.06,0.4,4.0,4.32,0.21,6.73,0.51,400.0,11.49,0.19,4.0,4.45,0.1,7.07,0.14,409.0,12.86,0.2,4.0,4.2,0.0,8.66,0.2,206.0,0.92,46.04,16.0,4,11.51
394,KLARA PETERKOVA,CZE,10.97,0.38,4.0,4.15,0.1,6.82,0.47,408.0,11.16,0.67,3.0,5.07,0.12,6.12,0.67,381.5,11.57,0.59,3.0,4.6,0.17,7.07,0.73,393.5,12.3,0.17,3.0,3.6,0.0,8.7,0.17,392.5,0.68,46.0,13.0,4,11.46
260,FABIANA VALENTINA SADUN CHAVEZ,ECU,11.4,0.0,1.0,3.9,0.0,7.5,0.0,354.0,10.67,0.0,1.0,4.3,0.0,6.37,0.0,465.0,11.93,0.0,1.0,4.1,0.0,7.83,0.0,295.5,12.0,0.0,1.0,3.8,0.0,8.2,0.0,483.5,0.62,46.0,4.0,4,11.5
361,KARELYS DIAZ,PUR,11.27,0.24,3.0,4.27,0.06,7.0,0.28,369.0,10.43,0.57,3.0,4.57,0.21,5.9,0.72,495.0,11.85,0.26,4.0,4.55,0.06,7.38,0.28,315.0,12.43,0.48,3.0,4.0,0.35,8.43,0.19,356.0,0.82,45.98,13.0,4,11.52
468,MADELEINE MARSHALL,GBR,10.6,0.0,1.0,3.0,0.0,7.6,0.0,464.0,11.5,0.0,1.0,4.3,0.0,7.2,0.0,295.0,11.45,0.0,1.0,4.4,0.0,7.35,0.0,420.5,12.4,0.0,1.0,3.6,0.0,8.8,0.0,364.0,0.74,45.949999999999996,4.0,4,11.49
559,NAZANIN TEYMUROVA,AZE,9.94,1.12,3.0,3.83,0.49,6.11,0.77,540.0,11.44,0.92,9.0,4.76,0.31,6.74,0.77,315.0,11.99,0.82,12.0,4.72,0.11,7.27,0.76,278.0,12.54,0.33,19.0,3.83,0.24,8.71,0.19,324.0,0.97,45.91,43.0,4,11.97
23,ALEXA GRANDE,ESA,10.22,0.7,5.0,3.9,0.07,6.32,0.65,508.0,11.46,0.34,6.0,4.43,0.08,7.03,0.39,310.0,11.86,0.18,5.0,4.46,0.23,7.54,0.2,313.0,12.36,0.48,11.0,3.89,0.43,8.47,0.16,374.0,0.91,45.9,27.0,4,11.67
610,REECE COBB,NZL,11.47,0.58,3.0,4.3,0.1,7.17,0.59,346.0,11.28,1.24,3.0,5.07,0.15,6.28,1.18,351.0,11.4,0.31,3.0,4.23,0.15,7.3,0.47,446.0,11.75,0.45,2.0,3.4,0.28,8.5,0.05,545.0,0.66,45.9,11.0,4,11.45
484,MALI NEURAUTER,NOR,10.72,0.99,5.0,4.16,0.09,6.56,0.9,447.0,11.51,0.68,4.0,4.62,0.29,6.91,0.62,291.0,11.66,0.44,2.0,4.3,0.14,7.36,0.29,366.5,11.98,0.35,8.0,3.65,0.21,8.39,0.18,491.0,0.79,45.870000000000005,19.0,4,11.52
576,OFIR NETZER,ISR,11.73,0.94,6.0,4.83,0.08,6.95,0.84,303.0,9.98,1.32,3.0,4.2,0.0,5.78,1.32,560.0,11.2,1.18,3.0,4.67,0.32,6.7,1.2,502.0,12.94,0.24,12.0,4.22,0.26,8.75,0.12,173.0,1.26,45.849999999999994,24.0,4,12.05
234,EMILIA KULCZYNSKA,POL,11.32,0.45,5.0,4.34,0.11,6.98,0.53,362.0,11.75,0.64,2.0,4.5,0.0,7.25,0.64,244.5,10.97,1.09,6.0,4.15,0.36,6.87,0.77,546.0,11.8,0.38,3.0,3.67,0.23,8.2,0.56,533.5,0.79,45.84,16.0,4,11.33
309,ILONA KRUPA,UKR,11.97,0.75,2.0,4.95,0.07,7.02,0.68,245.0,10.05,1.11,2.0,4.4,0.14,5.75,1.25,555.0,11.37,0.52,2.0,4.8,0.14,6.57,0.38,453.5,12.45,0.45,2.0,4.0,0.28,8.5,0.09,351.0,1.12,45.84,8.0,4,11.46
458,LUCILA ESTARLI,ARG,10.52,0.83,2.0,4.3,0.0,6.22,0.83,473.0,11.47,0.66,2.0,4.65,0.07,6.82,0.73,304.0,11.43,0.47,2.0,4.7,0.14,6.73,0.33,429.0,12.42,0.7,6.0,4.2,0.31,8.28,0.32,359.0,0.94,45.84,12.0,4,11.78
142,CARLA FONT ESTRUCH,ESP,11.87,0.0,1.0,4.7,0.0,7.17,0.0,266.0,10.27,0.0,1.0,3.9,0.0,6.37,0.0,524.0,11.43,0.0,1.0,4.2,0.0,7.23,0.0,429.0,12.23,0.0,1.0,3.6,0.0,8.63,0.0,414.0,0.85,45.8,4.0,4,11.45
355,KACEY PRATLEY,GBR,11.68,0.39,2.0,4.2,0.14,7.48,0.25,313.0,10.4,2.05,2.0,4.15,0.35,6.25,1.7,504.0,11.7,0.07,2.0,4.25,0.07,7.45,0.14,350.5,12.0,0.14,2.0,3.5,0.14,8.5,0.0,483.5,1.03,45.78,8.0,4,11.44
604,RACHEL RODRIGUEZ,CRC,11.96,0.33,3.0,4.37,0.12,7.59,0.24,248.0,10.92,0.56,3.0,4.53,0.06,6.38,0.62,425.0,11.08,0.45,3.0,4.37,0.06,6.82,0.33,530.0,11.71,1.02,3.0,3.87,0.58,8.04,0.4,551.0,0.71,45.67,12.0,4,11.42
736,VALERIA ARRAIZ,VEN,9.8,0.0,1.0,4.1,0.0,5.7,0.0,549.5,11.55,0.0,1.0,4.2,0.0,7.35,0.0,282.5,12.0,0.0,1.0,4.3,0.0,7.7,0.0,271.0,12.3,0.09,3.0,3.6,0.0,8.7,0.09,392.5,0.98,45.650000000000006,6.0,4,11.71
423,LEASHA PENGKEREGO RAVENSCROFT,GBR,10.8,0.14,2.0,4.35,0.21,6.45,0.35,433.5,10.75,0.0,2.0,4.9,0.14,5.85,0.14,459.0,11.6,0.21,2.0,4.8,0.14,6.8,0.07,385.5,12.47,0.51,3.0,3.93,0.46,8.57,0.12,346.0,0.83,45.62,9.0,4,11.52
475,MAGDALINI TSIORI,GRE,11.69,1.2,3.0,4.8,0.26,6.89,1.09,312.0,10.4,0.09,2.0,4.4,0.71,6.05,0.54,505.0,10.77,0.0,1.0,4.0,0.0,7.07,0.0,584.0,12.73,0.0,1.0,4.2,0.0,8.63,0.0,249.0,1.1,45.59,7.0,4,11.34
357,KAITLYN LIM,SGP,9.97,0.57,2.0,2.2,0.0,7.77,0.57,534.0,11.84,0.46,4.0,4.65,0.13,7.19,0.37,224.0,11.31,0.23,3.0,4.1,0.0,7.21,0.23,466.5,12.42,0.12,2.0,3.6,0.0,8.82,0.12,357.5,0.9,45.540000000000006,11.0,4,11.46
502,MARIANA PARENTE,POR,10.89,0.78,4.0,4.55,0.1,6.34,0.85,419.0,10.91,1.19,5.0,4.66,0.09,6.27,1.13,426.0,11.49,0.52,5.0,4.3,0.0,7.27,0.4,410.0,12.24,0.05,3.0,3.6,0.0,8.64,0.05,411.0,0.9,45.53,17.0,4,11.31
169,CHIARA MOISZI,GE2,9.8,0.0,1.0,3.4,0.0,6.4,0.0,549.5,11.7,0.0,1.0,5.1,0.0,6.7,0.0,253.5,11.3,0.0,1.0,4.8,0.0,6.5,0.0,471.5,12.7,0.0,1.0,3.8,0.0,8.9,0.0,263.5,1.2,45.5,4.0,4,11.38
65,ANELENA RODRIGUEZ,CRC,11.83,0.27,3.0,4.43,0.06,7.39,0.26,276.0,9.93,1.07,3.0,3.83,0.29,6.09,1.0,569.0,11.31,0.45,3.0,4.2,0.0,7.11,0.45,466.5,12.38,0.11,3.0,4.4,0.0,8.08,0.17,369.0,1.08,45.45,12.0,4,11.36
494,MARGRET KRISTINSDOTTIR,ISL,11.23,0.19,2.0,4.1,0.0,7.13,0.19,374.0,10.43,0.61,2.0,4.2,0.28,6.23,0.33,498.0,11.96,0.13,3.0,4.3,0.0,7.66,0.13,288.0,11.79,0.42,3.0,3.4,0.35,8.42,0.13,537.0,0.67,45.410000000000004,10.0,4,11.46
322,JANA MAHMOUD,EGY,11.13,1.75,4.0,4.72,0.75,6.41,1.03,385.0,11.27,0.33,2.0,4.25,0.07,7.02,0.26,353.5,10.83,0.0,1.0,4.5,0.0,6.73,0.0,571.0,12.18,1.25,2.0,4.2,0.28,8.13,0.75,426.0,1.26,45.41,9.0,4,11.36
408,LARA ALBERTINA DEMARSICO,ARG,10.73,0.0,1.0,4.4,0.0,6.33,0.0,444.5,11.63,0.0,1.0,4.1,0.0,7.53,0.0,269.0,11.37,0.0,1.0,4.1,0.0,7.27,0.0,456.0,11.67,0.0,1.0,3.2,0.0,8.47,0.0,559.5,0.43,45.4,4.0,4,11.35
585,PAIGE MORONEY,GBR,10.6,0.0,1.0,4.2,0.0,6.4,0.0,464.0,11.2,0.0,1.0,4.3,0.0,6.9,0.0,369.5,12.0,0.0,1.0,4.4,0.0,7.6,0.0,271.0,11.6,0.0,1.0,3.2,0.0,8.4,0.0,568.5,0.6,45.4,4.0,4,11.35
648,SARA SURMANOVA,SVK,10.81,0.87,5.0,4.34,0.11,6.47,0.96,431.0,10.9,0.76,6.0,4.47,0.14,6.43,0.64,433.0,11.48,0.02,2.0,4.05,0.07,7.43,0.05,411.0,12.21,0.66,10.0,3.76,0.28,8.49,0.49,421.0,0.94,45.4,23.0,4,11.5
